"","Date","Contributor","Contributor ISO-3","Mission","Individual Police Male","Individual Police Female","Individual Police Total","Formed Police Units Male","Formed Police Units Female","Formed Police Units Total","Experts on Mission Male","Experts on Mission Female","Experts on Mission Total","Troops Male","Troops Female","Troops Total","Total Male","Total Female","Total Total"
"14021",2011-12-31,"Malawi","MWI","UNOCI",0,0,0,0,0,0,3,0,3,838,17,855,841,17,858
"14022",2013-11-30,"Malawi","MWI","MONUSCO",0,0,0,0,0,0,8,1,9,842,12,854,850,13,863
"14023",2013-12-31,"Malawi","MWI","MONUSCO",0,0,0,0,0,0,8,1,9,842,12,854,850,13,863
"14024",2012-01-31,"Malawi","MWI","UNOCI",0,0,0,0,0,0,3,0,3,843,17,860,846,17,863
"14025",2012-02-28,"Malawi","MWI","UNOCI",0,0,0,0,0,0,3,0,3,843,17,860,846,17,863
"14026",2012-03-31,"Malawi","MWI","UNOCI",0,0,0,0,0,0,3,0,3,843,17,860,846,17,863
"14027",2012-04-30,"Malawi","MWI","UNOCI",0,0,0,0,0,0,3,0,3,843,17,860,846,17,863
"14028",2012-05-31,"Malawi","MWI","UNOCI",0,0,0,0,0,0,3,0,3,843,17,860,846,17,863
"14029",2012-06-30,"Malawi","MWI","UNOCI",0,0,0,0,0,0,3,0,3,843,17,860,846,17,863
"14030",2013-03-31,"Malawi","MWI","UNOCI",0,0,0,0,0,0,3,0,3,844,16,860,847,16,863
"14031",2013-04-30,"Malawi","MWI","UNOCI",0,0,0,0,0,0,3,0,3,844,16,860,847,16,863
"14032",2013-10-31,"Malawi","MWI","MONUSCO",0,0,0,0,0,0,8,1,9,843,12,855,851,13,864
"14033",2012-07-31,"Malawi","MWI","UNOCI",0,0,0,0,0,0,3,0,3,844,17,861,847,17,864
"14034",2012-08-31,"Malawi","MWI","UNOCI",0,0,0,0,0,0,3,0,3,844,17,861,847,17,864
"14035",2012-09-30,"Malawi","MWI","UNOCI",0,0,0,0,0,0,3,0,3,844,17,861,847,17,864
"14036",2012-10-31,"Malawi","MWI","UNOCI",0,0,0,0,0,0,3,0,3,845,16,861,848,16,864
"14037",2012-11-30,"Malawi","MWI","UNOCI",0,0,0,0,0,0,3,0,3,845,16,861,848,16,864
"14038",2012-12-31,"Malawi","MWI","UNOCI",0,0,0,0,0,0,3,0,3,845,16,861,848,16,864
"14039",2013-02-28,"Malawi","MWI","UNOCI",0,0,0,0,0,0,3,0,3,845,16,861,848,16,864
"14040",2013-01-31,"Malawi","MWI","UNOCI",0,0,0,0,0,0,3,0,3,845,16,861,848,16,864
"14041",2013-05-31,"Malaysia","MYS","UNISFA",0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"14042",2012-06-30,"Malaysia","MYS","UNISFA",0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"14043",2012-07-31,"Malaysia","MYS","UNISFA",0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"14044",2012-08-31,"Malaysia","MYS","UNISFA",0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"14045",2012-09-30,"Malaysia","MYS","UNISFA",0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"14046",2012-10-31,"Malaysia","MYS","UNISFA",0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"14047",2012-11-30,"Malaysia","MYS","UNISFA",0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"14048",2012-12-31,"Malaysia","MYS","UNISFA",0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"14049",2013-02-28,"Malaysia","MYS","UNISFA",0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"14050",2013-01-31,"Malaysia","MYS","UNISFA",0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"14051",2013-03-31,"Malaysia","MYS","UNISFA",0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"14052",2013-04-30,"Malaysia","MYS","UNISFA",0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"14053",2012-05-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
"14054",2013-06-30,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
"14055",2012-01-31,"Malaysia","MYS","UNMISS",3,0,3,0,0,0,0,0,0,0,0,0,3,0,3
"14056",2012-02-28,"Malaysia","MYS","UNMISS",3,0,3,0,0,0,0,0,0,0,0,0,3,0,3
"14057",2013-07-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,4,0,4,0,0,0,4,0,4
"14058",2011-11-30,"Malaysia","MYS","UNMISS",4,0,4,0,0,0,0,0,0,0,0,0,4,0,4
"14059",2011-12-31,"Malaysia","MYS","UNMISS",4,0,4,0,0,0,0,0,0,0,0,0,4,0,4
"14060",2013-06-30,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
"14061",2013-07-31,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
"14062",2012-03-31,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
"14063",2012-04-30,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
"14064",2012-05-31,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
"14065",2012-06-30,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
"14066",2012-07-31,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
"14067",2012-08-31,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
"14068",2012-09-30,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
"14069",2012-10-31,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
"14070",2012-11-30,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
"14071",2012-12-31,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
"14072",2013-02-28,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
"14073",2013-01-31,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
"14074",2010-05-31,"Malaysia","MYS","UNMIN",0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
"14075",2010-09-30,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
"14076",2011-05-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
"14077",2012-06-30,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
"14078",2012-10-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
"14079",2012-11-30,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
"14080",2012-12-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
"14081",2013-02-28,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
"14082",2013-01-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
"14083",2013-08-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
"14084",2013-11-30,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
"14085",2013-08-31,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
"14086",2013-09-30,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
"14087",2013-10-31,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
"14088",2013-12-31,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
"14089",2013-05-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14090",2009-11-30,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,5,1,6,0,0,0,5,1,6
"14091",2009-12-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,5,1,6,0,0,0,5,1,6
"14092",2010-01-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,5,1,6,0,0,0,5,1,6
"14093",2010-02-28,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,5,1,6,0,0,0,5,1,6
"14094",2010-03-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,5,1,6,0,0,0,5,1,6
"14095",2010-04-30,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,5,1,6,0,0,0,5,1,6
"14096",2010-05-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14097",2010-06-30,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14098",2010-07-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14099",2010-08-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14100",2010-10-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14101",2010-11-30,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14102",2010-12-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14103",2011-01-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14104",2011-02-28,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14105",2011-03-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14106",2011-04-30,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14107",2011-06-30,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14108",2011-07-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14109",2011-08-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14110",2011-09-30,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14111",2011-10-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14112",2011-11-30,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14113",2011-12-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14114",2012-01-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14115",2012-02-28,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14116",2012-03-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14117",2012-04-30,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14118",2012-07-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14119",2012-08-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14120",2012-09-30,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14121",2013-03-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14122",2013-03-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14123",2013-04-30,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14124",2013-11-30,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14125",2013-09-30,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14126",2013-10-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14127",2013-12-31,"Malaysia","MYS","UNMIL",0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
"14128",2011-08-31,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,2,0,2,0,0,0,7,0,7
"14129",2011-09-30,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,2,0,2,0,0,0,7,0,7
"14130",2011-10-31,"Malaysia","MYS","UNMISS",5,0,5,0,0,0,2,0,2,0,0,0,7,0,7
"14131",2009-11-30,"Malaysia","MYS","UNMIN",0,0,0,0,0,0,7,0,7,0,0,0,7,0,7
"14132",2009-12-31,"Malaysia","MYS","UNMIN",0,0,0,0,0,0,7,0,7,0,0,0,7,0,7
"14133",2010-01-31,"Malaysia","MYS","UNMIN",0,0,0,0,0,0,7,0,7,0,0,0,7,0,7
"14134",2010-02-28,"Malaysia","MYS","UNMIN",0,0,0,0,0,0,7,0,7,0,0,0,7,0,7
"14135",2010-03-31,"Malaysia","MYS","UNMIN",0,0,0,0,0,0,7,0,7,0,0,0,7,0,7
"14136",2010-04-30,"Malaysia","MYS","UNMIN",0,0,0,0,0,0,7,0,7,0,0,0,7,0,7
"14137",2010-06-30,"Malaysia","MYS","UNMIN",0,0,0,0,0,0,7,0,7,0,0,0,7,0,7
"14138",2010-07-31,"Malaysia","MYS","UNMIN",0,0,0,0,0,0,7,0,7,0,0,0,7,0,7
"14139",2010-08-31,"Malaysia","MYS","UNMIN",0,0,0,0,0,0,7,0,7,0,0,0,7,0,7
"14140",2010-09-30,"Malaysia","MYS","UNMIN",0,0,0,0,0,0,7,0,7,0,0,0,7,0,7
"14141",2010-10-31,"Malaysia","MYS","UNMIN",0,0,0,0,0,0,7,0,7,0,0,0,7,0,7
"14142",2010-11-30,"Malaysia","MYS","UNMIN",0,0,0,0,0,0,7,0,7,0,0,0,7,0,7
"14143",2010-12-31,"Malaysia","MYS","UNMIN",0,0,0,0,0,0,7,0,7,0,0,0,7,0,7
"14144",2011-01-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,7,0,7,0,0,0,7,0,7
"14145",2011-10-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,7,0,7,0,0,0,7,0,7
"14146",2010-03-31,"Malaysia","MYS","UNMIS",6,0,6,0,0,0,0,0,0,1,0,1,7,0,7
"14147",2010-04-30,"Malaysia","MYS","UNMIS",6,0,6,0,0,0,0,0,0,1,0,1,7,0,7
"14148",2012-11-30,"Malaysia","MYS","UNMIT",1,0,1,7,0,7,0,0,0,0,0,0,8,0,8
"14149",2013-05-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,10,0,10,0,0,0,10,0,10
"14150",2013-06-30,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,10,0,10,0,0,0,10,0,10
"14151",2013-07-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,10,0,10,0,0,0,10,0,10
"14152",2011-08-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,10,0,10,0,0,0,10,0,10
"14153",2011-09-30,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,10,0,10,0,0,0,10,0,10
"14154",2012-11-30,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,10,0,10,0,0,0,10,0,10
"14155",2012-12-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,10,0,10,0,0,0,10,0,10
"14156",2013-02-28,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,10,0,10,0,0,0,10,0,10
"14157",2013-01-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,10,0,10,0,0,0,10,0,10
"14158",2010-05-31,"Malaysia","MYS","UNMIS",6,0,6,0,0,0,2,1,3,1,0,1,9,1,10
"14159",2011-06-30,"Malaysia","MYS","UNMIS",6,0,6,0,0,0,2,0,2,2,0,2,10,0,10
"14160",2010-07-31,"Malaysia","MYS","UNMIS",5,0,5,0,0,0,5,1,6,0,0,0,10,1,11
"14161",2011-03-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,11,0,11,0,0,0,11,0,11
"14162",2011-04-30,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,11,0,11,0,0,0,11,0,11
"14163",2011-05-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,11,0,11,0,0,0,11,0,11
"14164",2010-08-31,"Malaysia","MYS","UNMIS",3,0,3,0,0,0,5,1,6,2,0,2,10,1,11
"14165",2010-09-30,"Malaysia","MYS","UNMIS",3,0,3,0,0,0,5,1,6,2,0,2,10,1,11
"14166",2010-06-30,"Malaysia","MYS","UNMIS",6,0,6,0,0,0,5,1,6,0,0,0,11,1,12
"14167",2010-06-30,"Malaysia","MYS","MONUC",0,0,0,0,0,0,11,1,12,0,0,0,11,1,12
"14168",2010-11-30,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14169",2010-12-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14170",2011-02-28,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14171",2011-06-30,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14172",2011-06-30,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14173",2011-07-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14174",2011-11-30,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14175",2011-12-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14176",2012-01-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14177",2012-03-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14178",2012-04-30,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14179",2012-06-30,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14180",2012-07-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14181",2012-08-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14182",2012-09-30,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14183",2012-10-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14184",2013-04-30,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14185",2013-11-30,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14186",2013-08-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14187",2013-09-30,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14188",2013-10-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14189",2013-12-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,12,0,12,0,0,0,12,0,12
"14190",2013-06-30,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,5,1,6,6,1,7,11,2,13
"14191",2012-02-28,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,13,0,13,0,0,0,13,0,13
"14192",2012-05-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,13,0,13,0,0,0,13,0,13
"14193",2010-02-28,"Malaysia","MYS","UNMIS",6,0,6,0,0,0,5,0,5,2,0,2,13,0,13
"14194",2011-05-31,"Malaysia","MYS","UNMIS",6,0,6,0,0,0,5,0,5,2,0,2,13,0,13
"14195",2011-01-31,"Malaysia","MYS","UNMIS",3,0,3,0,0,0,7,1,8,2,0,2,12,1,13
"14196",2011-02-28,"Malaysia","MYS","UNMIS",3,0,3,0,0,0,7,1,8,2,0,2,12,1,13
"14197",2009-11-30,"Malaysia","MYS","UNMIS",3,0,3,0,0,0,8,0,8,2,0,2,13,0,13
"14198",2009-12-31,"Malaysia","MYS","UNMIS",3,0,3,0,0,0,8,0,8,2,0,2,13,0,13
"14199",2012-05-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,13,1,14,0,0,0,13,1,14
"14200",2010-04-30,"Malaysia","MYS","MONUC",0,0,0,0,0,0,14,0,14,0,0,0,14,0,14
"14201",2010-05-31,"Malaysia","MYS","MONUC",0,0,0,0,0,0,14,0,14,0,0,0,14,0,14
"14202",2010-10-31,"Malaysia","MYS","UNMIS",6,0,6,0,0,0,5,1,6,2,0,2,13,1,14
"14203",2013-07-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,5,1,6,9,0,9,14,1,15
"14204",2012-07-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,13,2,15,0,0,0,13,2,15
"14205",2011-09-30,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,14,1,15,0,0,0,14,1,15
"14206",2013-05-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,5,1,6,8,2,10,13,3,16
"14207",2012-11-30,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,13,3,16,0,0,0,13,3,16
"14208",2012-12-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,13,3,16,0,0,0,13,3,16
"14209",2010-03-31,"Malaysia","MYS","MONUC",0,0,0,0,0,0,15,1,16,0,0,0,15,1,16
"14210",2011-07-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,15,1,16,0,0,0,15,1,16
"14211",2012-04-30,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,15,1,16,0,0,0,15,1,16
"14212",2010-11-30,"Malaysia","MYS","UNMIS",6,0,6,0,0,0,7,1,8,2,0,2,15,1,16
"14213",2010-12-31,"Malaysia","MYS","UNMIS",6,0,6,0,0,0,7,1,8,2,0,2,15,1,16
"14214",2011-03-31,"Malaysia","MYS","UNMIS",6,0,6,0,0,0,7,1,8,2,0,2,15,1,16
"14215",2011-04-30,"Malaysia","MYS","UNMIS",6,0,6,0,0,0,7,1,8,2,0,2,15,1,16
"14216",2010-01-31,"Malaysia","MYS","UNMIS",6,0,6,0,0,0,8,0,8,2,0,2,16,0,16
"14217",2013-09-30,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,6,1,7,9,0,9,15,1,16
"14218",2012-08-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,14,3,17,0,0,0,14,3,17
"14219",2012-09-30,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,14,3,17,0,0,0,14,3,17
"14220",2012-10-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,14,3,17,0,0,0,14,3,17
"14221",2013-01-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,14,3,17,0,0,0,14,3,17
"14222",2009-11-30,"Malaysia","MYS","MONUC",0,0,0,0,0,0,15,2,17,0,0,0,15,2,17
"14223",2009-12-31,"Malaysia","MYS","MONUC",0,0,0,0,0,0,15,2,17,0,0,0,15,2,17
"14224",2010-01-31,"Malaysia","MYS","MONUC",0,0,0,0,0,0,15,2,17,0,0,0,15,2,17
"14225",2010-02-28,"Malaysia","MYS","MONUC",0,0,0,0,0,0,15,2,17,0,0,0,15,2,17
"14226",2010-07-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,16,1,17,0,0,0,16,1,17
"14227",2010-08-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,16,1,17,0,0,0,16,1,17
"14228",2010-09-30,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,16,1,17,0,0,0,16,1,17
"14229",2010-10-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,16,1,17,0,0,0,16,1,17
"14230",2010-11-30,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,16,1,17,0,0,0,16,1,17
"14231",2010-12-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,16,1,17,0,0,0,16,1,17
"14232",2011-01-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,16,1,17,0,0,0,16,1,17
"14233",2011-02-28,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,16,1,17,0,0,0,16,1,17
"14234",2011-03-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,16,1,17,0,0,0,16,1,17
"14235",2011-04-30,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,16,1,17,0,0,0,16,1,17
"14236",2011-05-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,16,1,17,0,0,0,16,1,17
"14237",2011-08-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,16,1,17,0,0,0,16,1,17
"14238",2011-10-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,16,1,17,0,0,0,16,1,17
"14239",2011-11-30,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,16,1,17,0,0,0,16,1,17
"14240",2011-12-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,16,1,17,0,0,0,16,1,17
"14241",2012-01-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,16,1,17,0,0,0,16,1,17
"14242",2012-02-28,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,16,1,17,0,0,0,16,1,17
"14243",2012-03-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,16,1,17,0,0,0,16,1,17
"14244",2013-02-28,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,6,1,7,8,2,10,14,3,17
"14245",2013-03-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,6,1,7,8,2,10,14,3,17
"14246",2013-04-30,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,6,1,7,8,2,10,14,3,17
"14247",2013-11-30,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,6,2,8,9,0,9,15,2,17
"14248",2013-10-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,6,2,8,9,0,9,15,2,17
"14249",2013-12-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,6,2,8,9,0,9,15,2,17
"14250",2013-08-31,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,6,1,7,10,0,10,16,1,17
"14251",2009-12-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,6,0,6,15,5,20,21,5,26
"14252",2010-02-28,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,9,0,9,15,5,20,24,5,29
"14253",2010-03-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,10,0,10,15,5,20,25,5,30
"14254",2012-06-30,"Malaysia","MYS","UNAMID",17,0,17,0,0,0,3,0,3,11,0,11,31,0,31
"14255",2012-07-31,"Malaysia","MYS","UNAMID",17,0,17,0,0,0,3,0,3,11,0,11,31,0,31
"14256",2012-08-31,"Malaysia","MYS","UNAMID",17,0,17,0,0,0,2,0,2,12,0,12,31,0,31
"14257",2010-01-31,"Malaysia","MYS","MINURSO",0,0,0,0,0,0,11,0,11,15,5,20,26,5,31
"14258",2012-06-30,"Malaysia","MYS","MONUSCO",0,0,0,0,0,0,30,2,32,0,0,0,30,2,32
